Index,name,id,age
190,Saint Vincent and the Grenadines,670,16
191,Trinidad and Tobago,780,20.1
192,United States Virgin Islands,850,20
193,Central America,916,16.9
194,Belize,84,16
195,Costa Rica,188,18.7
196,El Salvador,222,17
197,Guatemala,320,17.5
198,Honduras,340,16.2
199,Mexico,484,16.8
200,Nicaragua,558,16.2
201,Panama,591,18.3
202,South America,931,19.9
203,Argentina,32,27.4
204,Bolivia (Plurinational State of),68,18.3
205,Brazil,76,19.4
206,Chile,152,21
207,Colombia,170,17.8
208,Ecuador,218,18.2
209,French Guiana,254,20.9
210,Guyana,328,16.9
211,Paraguay,600,17.6
212,Peru,604,18.2
213,Suriname,740,16
214,Uruguay,858,30
215,Venezuela (Bolivarian Republic of),862,18.1
216,NORTHERN AMERICA,905,28.7
217,Canada,124,27.5
218,United States of America,840,28.9
219,OCEANIA,909,25.5
220,Australia/New Zealand,927,27.8
221,Australia,36,28.2
222,New Zealand,554,26.3
223,Melanesia,928,17.8
224,Fiji,242,18.9
225,New Caledonia,540,21.8
226,Papua New Guinea,598,17.5
227,Solomon Islands,90,16.3
228,Vanuatu,548,17.3
229,Micronesia,954,18.7
230,Guam,316,21.6
231,Kiribati,296,18.1
232,Micronesia (Fed. States of),583,16.1
233,Polynesia,957,16.7
234,French Polynesia,258,18.1
235,Samoa,882,15
236,Tonga,776,16.9
