Index,name,id,age
226,Papua New Guinea,598,20
227,Solomon Islands,90,19.1
228,Vanuatu,548,19.8
229,Micronesia,954,24.7
230,Guam,316,28.3
231,Kiribati,296,21
232,Micronesia (Fed. States of),583,19.5
233,Polynesia,957,23.6
234,French Polynesia,258,27.1
235,Samoa,882,20.3
236,Tonga,776,21.1
