Index,name,id,age
93,Iran (Islamic Republic of),364,20.9
94,Maldives,462,19.9
95,Nepal,524,20.1
96,Pakistan,586,20
97,Sri Lanka,144,20.2
98,South-Eastern Asia,920,20.2
99,Brunei Darussalam,96,21.2
100,Cambodia,116,17.9
101,Indonesia,360,20.4
102,Lao People's Democratic Republic,418,19.4
103,Malaysia,458,18.6
104,Myanmar,104,21.8
105,Philippines,608,17.2
106,Singapore,702,19.4
107,Thailand,764,18.9
108,Timor-Leste,626,19.3
109,Viet Nam,704,23.6
110,Western Asia,922,20.5
111,Armenia,51,22.7
112,Azerbaijan,31,23.2
113,Bahrain,48,19.2
114,Cyprus,196,24.4
115,Georgia,268,27.5
116,Iraq,368,20.3
117,Israel,376,24.6
118,Jordan,400,17.7
119,Kuwait,414,21.6
120,Lebanon,422,22
121,Oman,512,18.5
122,Qatar,634,19.3
123,Saudi Arabia,682,18.9
124,State of Palestine,275,17
125,Syrian Arab Republic,760,18.8
126,Turkey,792,19.6
127,United Arab Emirates,784,18.8
128,Yemen,887,19.4
129,EUROPE,908,29.5
130,Eastern Europe,923,27
131,Belarus,112,27.7
132,Bulgaria,100,28.8
133,Czech Republic,203,32.2
134,Hungary,348,30.8
135,Poland,616,25.9
136,Republic of Moldova,498,26.6
137,Romania,642,27.3
138,Russian Federation,643,26.1
139,Slovakia,703,27.4
140,Ukraine,804,28.3
141,Northern Europe,924,33.9
142,Channel Islands,830,36.1
143,Denmark,208,32.4
144,Estonia,233,30.2
145,Finland,246,28
146,Iceland,352,26.2
147,Ireland,372,30.2
148,Latvia,428,30.6
149,Lithuania,440,28
150,Norway,578,33.6
151,Sweden,752,35.1
152,United Kingdom,826,35.1
153,Southern Europe,925,28.4
154,Albania,8,20.1
155,Bosnia and Herzegovina,70,20.5
156,Croatia,191,28.2
157,Greece,300,27.5
158,Italy,380,30.2
159,Malta,470,21.3
160,Montenegro,499,21.9
161,Portugal,620,27.2
162,Serbia,688,26.4
163,Slovenia,705,28.2
164,Spain,724,28.7
165,TFYR Macedonia,807,22
166,Western Europe,926,33.5
167,Austria,40,35
168,Belgium,56,34.5
169,France,250,33
170,Germany,276,34.4
171,Luxembourg,442,35.7
172,Netherlands,528,28.6
173,Switzerland,756,32.9
174,LATIN AMERICA AND THE CARIBBEAN,904,19.5
175,Caribbean,915,20.2
176,Antigua and Barbuda,28,20.2
177,Aruba,533,18.1
178,Bahamas,44,20.1
179,Barbados,52,24.2
180,Cuba,192,22.4
181,Curaçao,531,21.4
182,Dominican Republic,214,16.8
183,Grenada,308,17.1
184,Guadeloupe,312,20.3
185,Haiti,332,20
186,Jamaica,388,21.9
187,Martinique,474,19.9
188,Puerto Rico,630,18.5
189,Saint Lucia,662,20.1
190,Saint Vincent and the Grenadines,670,14.9
191,Trinidad and Tobago,780,19.4
192,United States Virgin Islands,850,21.1
193,Central America,916,17.9
194,Belize,84,18.6
195,Costa Rica,188,19.7
196,El Salvador,222,18.2
197,Guatemala,320,17.3
198,Honduras,340,17.9
199,Mexico,484,17.9
200,Nicaragua,558,17.3
201,Panama,591,18.4
202,South America,931,19.9
203,Argentina,32,26.3
204,Bolivia (Plurinational State of),68,19
205,Brazil,76,18.9
206,Chile,152,21.7
207,Colombia,170,17.7
208,Ecuador,218,19.4
209,French Guiana,254,25.4
210,Guyana,328,18.4
211,Paraguay,600,16.2
212,Peru,604,18.8
213,Suriname,740,18.9
214,Uruguay,858,28.4
215,Venezuela (Bolivarian Republic of),862,17.7
216,NORTHERN AMERICA,905,29.9
217,Canada,124,27.3
218,United States of America,840,30.1
219,OCEANIA,909,27.4
220,Australia/New Zealand,927,29.9
221,Australia,36,30.2
222,New Zealand,554,28.7
223,Melanesia,928,18.9
224,Fiji,242,16
225,New Caledonia,540,22.4
226,Papua New Guinea,598,19.4
227,Solomon Islands,90,18.6
228,Vanuatu,548,16.8
229,Micronesia,954,20.5
230,Guam,316,22.3
231,Kiribati,296,20
232,Micronesia (Fed. States of),583,18.5
233,Polynesia,957,17
234,French Polynesia,258,18.5
235,Samoa,882,15.6
236,Tonga,776,17.3
