Index,name,id,age
160,Montenegro,499,26.6
161,Portugal,620,30.7
162,Serbia,688,30.4
163,Slovenia,705,31.7
164,Spain,724,30.7
165,TFYR Macedonia,807,26.1
166,Western Europe,926,34.5
167,Austria,40,34.9
168,Belgium,56,34.2
169,France,250,32.5
170,Germany,276,36.7
171,Luxembourg,442,35
172,Netherlands,528,31.2
173,Switzerland,756,34.6
174,LATIN AMERICA AND THE CARIBBEAN,904,19.8
175,Caribbean,915,21.1
176,Antigua and Barbuda,28,22.5
177,Aruba,533,26
178,Bahamas,44,20.2
179,Barbados,52,24.5
180,Cuba,192,23.9
181,Curaçao,531,23.3
182,Dominican Republic,214,18.2
183,Grenada,308,18.8
184,Guadeloupe,312,22.4
185,Haiti,332,19.1
186,Jamaica,388,19.2
187,Martinique,474,23.5
188,Puerto Rico,630,24.6
189,Saint Lucia,662,17.5
190,Saint Vincent and the Grenadines,670,17.4
191,Trinidad and Tobago,780,21.7
192,United States Virgin Islands,850,22
193,Central America,916,17.4
194,Belize,84,16.4
195,Costa Rica,188,20
196,El Salvador,222,17.2
197,Guatemala,320,17.2
198,Honduras,340,16.4
199,Mexico,484,17.4
200,Nicaragua,558,16.3
201,Panama,591,19.1
202,South America,931,20.6
203,Argentina,32,27.2
204,Bolivia (Plurinational State of),68,18.5
205,Brazil,76,20.3
206,Chile,152,22.6
207,Colombia,170,18.8
208,Ecuador,218,18.8
209,French Guiana,254,23.1
210,Guyana,328,18
211,Paraguay,600,18.4
212,Peru,604,18.7
213,Suriname,740,18.8
214,Uruguay,858,30.1
215,Venezuela (Bolivarian Republic of),862,19.1
216,NORTHERN AMERICA,905,30
217,Canada,124,29.2
218,United States of America,840,30.1
219,OCEANIA,909,26.4
220,Australia/New Zealand,927,29.1
221,Australia,36,29.4
222,New Zealand,554,27.9
223,Melanesia,928,17.8
224,Fiji,242,19.5
225,New Caledonia,540,22.2
226,Papua New Guinea,598,17.3
227,Solomon Islands,90,16.3
228,Vanuatu,548,17.5
229,Micronesia,954,19.3
230,Guam,316,22.6
231,Kiribati,296,18.9
232,Micronesia (Fed. States of),583,16.3
233,Polynesia,957,18
234,French Polynesia,258,19.5
235,Samoa,882,16.4
236,Tonga,776,18.3
