Index,name,id,age
90,Bangladesh,50,19.6
91,Bhutan,64,17.8
92,India,356,22.1
93,Iran (Islamic Republic of),364,18.5
94,Maldives,462,16.9
95,Nepal,524,19.1
96,Pakistan,586,18.3
97,Sri Lanka,144,25.8
98,South-Eastern Asia,920,22.6
99,Brunei Darussalam,96,24.2
100,Cambodia,116,17.4
101,Indonesia,360,22.8
102,Lao People's Democratic Republic,418,17.6
103,Malaysia,458,22.5
104,Myanmar,104,22.3
105,Philippines,608,19.8
106,Singapore,702,31.8
107,Thailand,764,26.6
108,Timor-Leste,626,19.6
109,Viet Nam,704,22.2
110,Western Asia,922,21.1
111,Armenia,51,29.2
112,Azerbaijan,31,24.2
113,Bahrain,48,26.4
114,Cyprus,196,31
115,Georgia,268,32.6
116,Iraq,368,17.5
117,Israel,376,27.3
118,Jordan,400,19.1
119,Kuwait,414,27.7
120,Lebanon,422,24.5
121,Oman,512,20.4
122,Qatar,634,29.5
123,Saudi Arabia,682,19.8
124,State of Palestine,275,15.8
125,Syrian Arab Republic,760,17.6
126,Turkey,792,23.2
127,United Arab Emirates,784,27.8
128,Yemen,887,14.9
129,EUROPE,908,36
130,Eastern Europe,923,35.1
131,Belarus,112,34.6
132,Bulgaria,100,38.3
133,Czech Republic,203,36.2
134,Hungary,348,37.5
135,Poland,616,33.9
136,Republic of Moldova,498,30.8
137,Romania,642,34.6
138,Russian Federation,643,35
139,Slovakia,703,32.5
140,Ukraine,804,36.2
141,Northern Europe,924,36.5
142,Channel Islands,830,36.9
143,Denmark,208,37.7
144,Estonia,233,36.4
145,Finland,246,37.8
146,Iceland,352,31.5
147,Ireland,372,31
148,Latvia,428,36.3
149,Lithuania,440,34
150,Norway,578,36.1
151,Sweden,752,38.5
152,United Kingdom,826,36.5
153,Southern Europe,925,36.4
154,Albania,8,24.5
155,Bosnia and Herzegovina,70,33.1
156,Croatia,191,37.5
157,Greece,300,37.1
158,Italy,380,38.5
159,Malta,470,34
160,Montenegro,499,32
161,Portugal,620,35.9
162,Serbia,688,34
163,Slovenia,705,36.2
164,Spain,724,35.6
165,TFYR Macedonia,807,31
166,Western Europe,926,37.3
167,Austria,40,36.3
168,Belgium,56,37.6
169,France,250,36.2
170,Germany,276,38.3
171,Luxembourg,442,36.7
172,Netherlands,528,35.8
173,Switzerland,756,37.2
174,LATIN AMERICA AND THE CARIBBEAN,904,23
175,Caribbean,915,25.1
176,Antigua and Barbuda,28,27.5
177,Aruba,533,32.5
178,Bahamas,44,25
179,Barbados,52,30.7
180,Cuba,192,30.1
181,Curaçao,531,31.9
182,Dominican Republic,214,21.4
183,Grenada,308,20.9
184,Guadeloupe,312,29.6
185,Haiti,332,18.5
186,Jamaica,388,23.2
187,Martinique,474,31.4
188,Puerto Rico,630,30.4
189,Saint Lucia,662,23.1
190,Saint Vincent and the Grenadines,670,22.3
191,Trinidad and Tobago,780,25.7
192,United States Virgin Islands,850,30.7
193,Central America,916,20.9
194,Belize,84,18.4
195,Costa Rica,188,23.7
196,El Salvador,222,19.8
197,Guatemala,320,17.3
198,Honduras,340,17.6
199,Mexico,484,21.5
200,Nicaragua,558,17.6
201,Panama,591,23.1
202,South America,931,23.7
203,Argentina,32,27.3
204,Bolivia (Plurinational State of),68,19.5
205,Brazil,76,24
206,Chile,152,27.1
207,Colombia,170,22.6
208,Ecuador,218,21.7
209,French Guiana,254,23.9
210,Guyana,328,22.1
211,Paraguay,600,19.7
212,Peru,604,21.6
213,Suriname,740,24.5
214,Uruguay,858,31.1
215,Venezuela (Bolivarian Republic of),862,22.1
216,NORTHERN AMERICA,905,34.2
217,Canada,124,34.8
218,United States of America,840,34.1
219,OCEANIA,909,29.7
220,Australia/New Zealand,927,33.5
221,Australia,36,33.7
222,New Zealand,554,32.6
223,Melanesia,928,19.4
224,Fiji,242,21.6
225,New Caledonia,540,25.5
226,Papua New Guinea,598,19.1
227,Solomon Islands,90,17.9
228,Vanuatu,548,18.5
229,Micronesia,954,22.8
230,Guam,316,26.3
231,Kiribati,296,19.8
232,Micronesia (Fed. States of),583,17.8
233,Polynesia,957,21.3
234,French Polynesia,258,23.6
235,Samoa,882,19.1
236,Tonga,776,19.9
