Index,name,id,age
200,Nicaragua,558,18.8
201,Panama,591,24.4
202,South America,931,24.9
203,Argentina,32,27.9
204,Bolivia (Plurinational State of),68,20
205,Brazil,76,25.3
206,Chile,152,28.7
207,Colombia,170,23.8
208,Ecuador,218,22.9
209,French Guiana,254,23.8
210,Guyana,328,23.2
211,Paraguay,600,20.4
212,Peru,604,22.9
213,Suriname,740,25.7
214,Uruguay,858,31.6
215,Venezuela (Bolivarian Republic of),862,23.3
216,NORTHERN AMERICA,905,35.4
217,Canada,124,36.8
218,United States of America,840,35.3
219,OCEANIA,909,30.8
220,Australia/New Zealand,927,35.2
221,Australia,36,35.4
222,New Zealand,554,34.3
223,Melanesia,928,19.9
224,Fiji,242,22.1
225,New Caledonia,540,27.2
226,Papua New Guinea,598,19.6
227,Solomon Islands,90,18.7
228,Vanuatu,548,18.9
229,Micronesia,954,24
230,Guam,316,27.3
231,Kiribati,296,19.9
232,Micronesia (Fed. States of),583,18.9
233,Polynesia,957,22.3
234,French Polynesia,258,25.7
235,Samoa,882,19.5
236,Tonga,776,19.9
