Index,name,id,age
92,India,356,21.3
93,Iran (Islamic Republic of),364,17.3
94,Maldives,462,16.6
95,Nepal,524,18.8
96,Pakistan,586,18.2
97,Sri Lanka,144,24.2
98,South-Eastern Asia,920,21.3
99,Brunei Darussalam,96,23.4
100,Cambodia,116,17.9
101,Indonesia,360,21.3
102,Lao People's Democratic Republic,418,17.7
103,Malaysia,458,21.6
104,Myanmar,104,20.8
105,Philippines,608,19.2
106,Singapore,702,29.3
107,Thailand,764,24.3
108,Timor-Leste,626,19.4
109,Viet Nam,704,21
110,Western Asia,922,20.1
111,Armenia,51,27
112,Azerbaijan,31,23.2
113,Bahrain,48,25.4
114,Cyprus,196,29.9
115,Georgia,268,31.2
116,Iraq,368,16.8
117,Israel,376,25.9
118,Jordan,400,16.5
119,Kuwait,414,22.7
120,Lebanon,422,23.2
121,Oman,512,17.8
122,Qatar,634,28.7
123,Saudi Arabia,682,19.5
124,State of Palestine,275,15.9
125,Syrian Arab Republic,760,16.4
126,Turkey,792,21.8
127,United Arab Emirates,784,26.6
128,Yemen,887,14.2
129,EUROPE,908,34.6
130,Eastern Europe,923,33.6
131,Belarus,112,33
132,Bulgaria,100,36.6
133,Czech Republic,203,35.3
134,Hungary,348,36.4
135,Poland,616,32.4
136,Republic of Moldova,498,29.9
137,Romania,642,32.8
138,Russian Federation,643,33.3
139,Slovakia,703,31.2
140,Ukraine,804,35.1
141,Northern Europe,924,35.6
142,Channel Islands,830,36
143,Denmark,208,37.2
144,Estonia,233,34.4
145,Finland,246,36.4
146,Iceland,352,30
147,Ireland,372,29.2
148,Latvia,428,34.6
149,Lithuania,440,32.7
150,Norway,578,35.4
151,Sweden,752,38.3
152,United Kingdom,826,35.8
153,Southern Europe,925,34.6
154,Albania,8,23.1
155,Bosnia and Herzegovina,70,29.9
156,Croatia,191,35.8
157,Greece,300,36.1
158,Italy,380,37
159,Malta,470,31.9
160,Montenegro,499,29.7
161,Portugal,620,34.2
162,Serbia,688,32.9
163,Slovenia,705,34.2
164,Spain,724,33.7
165,TFYR Macedonia,807,29.4
166,Western Europe,926,36.3
167,Austria,40,35.7
168,Belgium,56,36.5
169,France,250,34.8
170,Germany,276,37.7
171,Luxembourg,442,36.4
172,Netherlands,528,34.4
173,Switzerland,756,36.9
174,LATIN AMERICA AND THE CARIBBEAN,904,21.8
175,Caribbean,915,23.8
176,Antigua and Barbuda,28,25.3
177,Aruba,533,31.2
178,Bahamas,44,23.6
179,Barbados,52,28.4
180,Cuba,192,27.7
181,Curaçao,531,28.6
182,Dominican Republic,214,20.3
183,Grenada,308,20.4
184,Guadeloupe,312,27
185,Haiti,332,18.5
186,Jamaica,388,22
187,Martinique,474,28.3
188,Puerto Rico,630,28.5
189,Saint Lucia,662,21.4
190,Saint Vincent and the Grenadines,670,20.4
191,Trinidad and Tobago,780,24.1
192,United States Virgin Islands,850,28.1
193,Central America,916,19.4
194,Belize,84,17.9
195,Costa Rica,188,22.6
196,El Salvador,222,18.7
197,Guatemala,320,17.1
198,Honduras,340,17.1
199,Mexico,484,19.8
200,Nicaragua,558,16.8
201,Panama,591,21.7
202,South America,931,22.6
203,Argentina,32,27.2
204,Bolivia (Plurinational State of),68,19.2
205,Brazil,76,22.5
206,Chile,152,25.6
207,Colombia,170,21.5
208,Ecuador,218,20.6
209,French Guiana,254,24
210,Guyana,328,21.9
211,Paraguay,600,19.3
212,Peru,604,20.5
213,Suriname,740,23
214,Uruguay,858,30.7
215,Venezuela (Bolivarian Republic of),862,21
216,NORTHERN AMERICA,905,32.9
217,Canada,124,32.9
218,United States of America,840,32.9
219,OCEANIA,909,28.6
220,Australia/New Zealand,927,32
221,Australia,36,32.1
222,New Zealand,554,31.1
223,Melanesia,928,18.6
224,Fiji,242,20.9
225,New Caledonia,540,24.1
226,Papua New Guinea,598,18.3
227,Solomon Islands,90,16.9
228,Vanuatu,548,18.1
229,Micronesia,954,21.9
230,Guam,316,25.2
231,Kiribati,296,20.4
232,Micronesia (Fed. States of),583,17.6
233,Polynesia,957,20.4
234,French Polynesia,258,22
235,Samoa,882,18.7
236,Tonga,776,19.7
