Index,name,id,age
75,China; Macao SAR,446,25.3
76,Dem. People's Republic of Korea,408,19.9
77,Japan,392,25.5
78,Mongolia,496,23
79,Republic of Korea,410,19.8
80,Other non-specified areas,158,18.1
81,South-Central Asia,921,20.1
82,Central Asia,5500,22.7
83,Kazakhstan,398,22.8
84,Kyrgyzstan,417,24
85,Tajikistan,762,21.9
86,Turkmenistan,795,21.9
87,Uzbekistan,860,22.4
88,Southern Asia,5501,20
89,Afghanistan,4,18
90,Bangladesh,50,18.6
91,Bhutan,64,19.1
92,India,356,20.3
93,Iran (Islamic Republic of),364,19.5
94,Maldives,462,20.5
95,Nepal,524,20.2
96,Pakistan,586,19.8
97,Sri Lanka,144,19.2
98,South-Eastern Asia,920,19.5
99,Brunei Darussalam,96,19.4
100,Cambodia,116,17.2
101,Indonesia,360,20.2
102,Lao People's Democratic Republic,418,19.1
103,Malaysia,458,17.6
104,Myanmar,104,20.7
105,Philippines,608,16.5
106,Singapore,702,18.8
107,Thailand,764,18.7
108,Timor-Leste,626,19
109,Viet Nam,704,21.8
110,Western Asia,922,20
111,Armenia,51,22.5
112,Azerbaijan,31,22.5
113,Bahrain,48,19.6
114,Cyprus,196,23
115,Georgia,268,27.8
116,Iraq,368,19.6
117,Israel,376,24.1
118,Jordan,400,18
119,Kuwait,414,24
120,Lebanon,422,20.4
121,Oman,512,18
122,Qatar,634,19.4
123,Saudi Arabia,682,18.5
124,State of Palestine,275,16.8
125,Syrian Arab Republic,760,17.1
126,Turkey,792,19.1
127,United Arab Emirates,784,18.5
128,Yemen,887,19.4
129,EUROPE,908,30.3
130,Eastern Europe,923,28
131,Belarus,112,28.2
132,Bulgaria,100,30.4
133,Czech Republic,203,33.1
134,Hungary,348,32.2
135,Poland,616,26.6
136,Republic of Moldova,498,26.1
137,Romania,642,28.4
138,Russian Federation,643,27.2
139,Slovakia,703,27.7
140,Ukraine,804,28.9
141,Northern Europe,924,34.4
142,Channel Islands,830,36.6
143,Denmark,208,33
144,Estonia,233,32.2
145,Finland,246,28.4
146,Iceland,352,25.4
147,Ireland,372,30.1
148,Latvia,428,32.3
149,Lithuania,440,28.5
150,Norway,578,34.3
151,Sweden,752,36
152,United Kingdom,826,35.5
153,Southern Europe,925,29.4
154,Albania,8,19.5
155,Bosnia and Herzegovina,70,21
156,Croatia,191,29.2
157,Greece,300,29.1
158,Italy,380,31.6
159,Malta,470,21.5
160,Montenegro,499,22.8
161,Portugal,620,27.9
162,Serbia,688,27.5
163,Slovenia,705,29.3
164,Spain,724,29.4
165,TFYR Macedonia,807,21.8
166,Western Europe,926,33.8
167,Austria,40,35.6
168,Belgium,56,35
169,France,250,33
170,Germany,276,34.8
171,Luxembourg,442,35.2
172,Netherlands,528,28.7
173,Switzerland,756,32.7
174,LATIN AMERICA AND THE CARIBBEAN,904,19
175,Caribbean,915,19.9
176,Antigua and Barbuda,28,18.3
177,Aruba,533,18.1
178,Bahamas,44,19.3
179,Barbados,52,22.4
180,Cuba,192,22.9
181,Curaçao,531,19.9
182,Dominican Republic,214,16
183,Grenada,308,15.6
184,Guadeloupe,312,19.2
185,Haiti,332,19.8
186,Jamaica,388,19.6
187,Martinique,474,19.2
188,Puerto Rico,630,18.5
189,Saint Lucia,662,17.7
190,Saint Vincent and the Grenadines,670,15.2
191,Trinidad and Tobago,780,18.7
192,United States Virgin Islands,850,20.6
193,Central America,916,17.1
194,Belize,84,17.8
195,Costa Rica,188,18
196,El Salvador,222,17.5
197,Guatemala,320,17.2
198,Honduras,340,17.1
199,Mexico,484,17.1
200,Nicaragua,558,16.3
201,Panama,591,18
202,South America,931,19.5
203,Argentina,32,26.9
204,Bolivia (Plurinational State of),68,18.7
205,Brazil,76,18.6
206,Chile,152,20.6
207,Colombia,170,16.9
208,Ecuador,218,18.6
209,French Guiana,254,24.3
210,Guyana,328,17
211,Paraguay,600,16.1
212,Peru,604,18.4
213,Suriname,740,16.4
214,Uruguay,858,28.9
215,Venezuela (Bolivarian Republic of),862,17.2
216,NORTHERN AMERICA,905,29.3
217,Canada,124,26.5
218,United States of America,840,29.6
219,OCEANIA,909,26.4
220,Australia/New Zealand,927,29.2
221,Australia,36,29.6
222,New Zealand,554,27.4
223,Melanesia,928,18.3
224,Fiji,242,15.8
225,New Caledonia,540,22
226,Papua New Guinea,598,18.8
227,Solomon Islands,90,18.3
228,Vanuatu,548,16.8
229,Micronesia,954,19.1
230,Guam,316,21.2
231,Kiribati,296,18.7
232,Micronesia (Fed. States of),583,17.5
233,Polynesia,957,16.6
234,French Polynesia,258,18.3
235,Samoa,882,15.2
236,Tonga,776,17.3
