Index,name,id,age
179,Barbados,52,26.3
180,Cuba,192,25.5
181,Curaçao,531,25.8
182,Dominican Republic,214,19.2
183,Grenada,308,20
184,Guadeloupe,312,24.7
185,Haiti,332,18.8
186,Jamaica,388,20.3
187,Martinique,474,26
188,Puerto Rico,630,26.3
189,Saint Lucia,662,18.9
190,Saint Vincent and the Grenadines,670,19.1
191,Trinidad and Tobago,780,22.7
192,United States Virgin Islands,850,23.8
193,Central America,916,18.3
194,Belize,84,17.2
195,Costa Rica,188,21.5
196,El Salvador,222,17.7
197,Guatemala,320,17
198,Honduras,340,16.7
199,Mexico,484,18.5
200,Nicaragua,558,16.4
201,Panama,591,20.3
202,South America,931,21.5
203,Argentina,32,27.2
204,Bolivia (Plurinational State of),68,18.9
205,Brazil,76,21.3
206,Chile,152,24.1
207,Colombia,170,20.1
208,Ecuador,218,19.6
209,French Guiana,254,23.7
210,Guyana,328,19.7
211,Paraguay,600,18.9
212,Peru,604,19.6
213,Suriname,740,21.3
214,Uruguay,858,30.4
215,Venezuela (Bolivarian Republic of),862,20.1
216,NORTHERN AMERICA,905,31.4
217,Canada,124,31
218,United States of America,840,31.5
219,OCEANIA,909,27.5
220,Australia/New Zealand,927,30.6
221,Australia,36,30.8
222,New Zealand,554,29.5
223,Melanesia,928,18
224,Fiji,242,20.3
225,New Caledonia,540,23
226,Papua New Guinea,598,17.5
227,Solomon Islands,90,16.2
228,Vanuatu,548,17.8
229,Micronesia,954,20.4
230,Guam,316,23.9
231,Kiribati,296,19.6
232,Micronesia (Fed. States of),583,16.9
233,Polynesia,957,19.2
234,French Polynesia,258,20.9
235,Samoa,882,17.6
236,Tonga,776,18.4
